GENE	Control1SE	Control2SE	Nitrate1SE	Nitrate2SE
AT3G20320	17	16	15	12
AT5G26190	1	0	1	0
AT5G37420	0	0	0	0
AT4G34360	2	8	3	5
AT1G32730	0	4	1	0
AT3G49230	0	0	0	0
AT1G02100	36	32	17	13
AT4G00330	12	20	17	10
AT2G04500	3	4	3	3
AT1G62270	0	0	0	0
AT1G68130	4	8	6	2
AT1G72130	25	20	11	7
AT1G74540	0	0	0	0
AT2G43139	1	0	0	0
AT5G45000	6	4	4	1
AT4G04760	1	3	0	0
AT5G01340	21	27	67	51
AT3G58750	48	69	31	36
AT1G43160	8	11	1	4
AT3G20600	4	1	3	2
AT1G50120	5	13	6	7
AT3G19450	555	626	340	216
AT2G02061	0	0	0	0
AT2G45100	1	5	4	2
AT1G18570	0	2	2	1
AT3G11540	31	46	30	32
AT5G49200	0	0	0	0
AT3G14080	6	16	10	10
AT5G03250	3	2	0	0
AT3G11760	9	23	20	16
AT4G10800	9	10	4	4
AT2G21530	0	0	0	1
AT1G47450	0	0	0	0
AT4G16563	9	13	10	11
AT3G28220	0	0	0	0
AT3G17780	16	18	7	8
AT1G80100	2	4	0	0
AT2G17525	3	3	6	2
AT3G20400	0	0	0	0
AT5G65683	25	41	16	17
AT4G12140	0	0	0	0
AT3G14020	6	10	4	4
AT4G11570	77	75	62	34
AT2G29125	6	5	0	0
AT1G71930	0	0	2	0
AT1G71850	13	14	24	10
AT1G32270	1	1	1	0
AT3G47630	5	5	11	5
AT1G79810	15	15	11	11
AT1G27100	80	71	41	36
AT5G66010	31	34	37	18
AT4G38410	4	1	3	0
AT2G24290	8	11	12	10
AT4G22890	6	10	12	6
AT4G02260	16	13	11	12
AT1G17980	19	23	9	19
AT2G35345	0	0	0	0
AT4G02350	58	61	58	35
AT1G77500	34	38	22	10
AT1G05370	0	0	0	0
AT3G05930	11	9	8	5
AT1G68630	0	1	0	0
AT5G39050	11	10	4	2
AT3G62940	19	28	24	18
AT3G56760	29	48	10	14
AT5G09340	0	0	0	0
AT2G05170	30	29	12	14
AT3G52370	34	37	22	26
AT1G57540	7	10	7	3
AT2G03670	5	5	8	8
AT1G52450	0	0	0	0
AT1G31040	1	2	0	1
AT4G34570	2	2	2	0
AT5G61020	87	125	101	87
AT3G32896	0	0	0	0
AT5G37590	0	3	2	1
AT1G58170	10	14	10	7
AT1G45474	2	1	1	3
AT2G20770	7	3	6	4
AT2G21050	14	22	5	9
AT5G51150	6	8	11	3
AT2G36330	10	13	17	15
AT4G01935	9	8	8	10
AT3G48300	1	0	0	0
AT1G50400	1	5	8	5
AT1G23080	26	49	21	21
AT3G32904	0	0	0	0
AT3G59190	0	0	0	0
AT2G23200	5	14	8	5
AT2G31300	2	3	2	2
AT4G15500	46	60	77	50
AT5G27110	6	6	3	0
AT3G08930	35	60	34	27
AT1G64850	20	24	11	15
AT5G04710	8	10	9	6
AT5G57080	1	4	1	0
AT2G47620	3	17	11	11
AT3G15180	13	14	11	7
AT1G17910	0	0	0	0
AT3G60840	4	4	3	3
AT1G50760	0	0	0	0
AT1G54720	0	0	0	0
AT2G19280	4	7	2	7
AT2G19590	162	275	312	240
AT2G30450	1	2	5	0
AT3G44350	0	0	0	0
AT4G22960	0	0	0	0
AT1G73930	12	10	15	5
AT1G04760	0	2	0	1
AT2G15180	0	0	0	0
AT2G27170	31	34	33	19
AT2G32930	2	4	0	2
AT2G33710	10	13	3	4
AT2G04925	0	0	0	0
AT4G24020	49	70	75	55
AT4G05000	9	5	9	14
AT2G47720	2	2	1	1
AT1G11510	0	0	0	0
AT4G12070	34	32	11	19
AT3G54760	75	71	71	44
AT3G02860	13	8	10	10
AT5G28750	8	2	4	4
AT5G64450	1	0	1	0
AT1G56560	21	15	7	14
AT1G05440	1	1	2	1
AT2G21260	1	0	0	0
AT3G27240	114	210	67	125
AT2G07310	0	0	0	0
AT1G22280	73	108	69	54
AT3G58550	75	80	78	44
AT2G41070	6	17	14	5
AT3G45400	5	8	1	2
AT1G68600	0	1	2	2
AT2G22820	0	1	0	0
AT3G42628	0	0	0	0
AT1G66490	0	0	0	0
AT5G18180	0	1	2	0
AT4G09820	0	0	0	0
AT3G11210	5	4	3	3
AT1G19860	6	9	7	3
AT3G21820	11	10	8	8
AT5G63550	28	20	34	14
AT1G56190	53	79	55	47
AT2G30530	19	13	20	16
AT2G42970	0	0	1	0
AT3G07620	0	0	0	0
AT3G63260	76	141	138	148
AT5G16590	34	36	25	28
AT5G63070	0	0	0	0
AT5G02890	6	11	12	6
AT4G17700	0	0	0	0
AT3G07070	9	7	8	4
AT2G21920	0	0	0	0
AT4G05523	0	0	0	0
AT2G45220	71	113	82	57
AT3G27925	9	13	4	7
AT1G05910	40	39	36	26
AT2G17850	12	13	5	8
AT3G44170	0	0	0	0
AT4G36000	2	4	1	3
AT2G20540	1	0	3	1
AT1G12810	17	15	5	10
AT5G56030	549	679	744	409
AT4G18730	380	482	295	330
AT1G59590	17	11	16	5
AT4G08180	55	59	56	28
AT2G46255	0	0	0	0
AT3G44100	21	34	15	19
AT5G61950	0	1	1	1
AT2G19120	0	7	1	4
AT1G67720	19	19	10	11
AT2G34400	6	1	4	3
AT5G27606	0	0	0	0
AT1G67820	12	14	10	3
AT3G05790	0	0	0	0
AT3G06455	7	14	16	7
AT1G71710	7	6	8	8
AT5G66790	3	1	2	1
AT4G18520	1	5	6	3
AT1G74990	0	0	0	0
AT4G15765	5	5	4	2
AT3G06830	1	0	1	1
AT1G47290	16	12	8	10
AT1G65720	71	84	47	38
AT4G01355	0	0	0	0
AT3G15050	0	1	0	0
AT3G15570	0	0	0	0
AT4G29710	1	1	0	0
AT4G14120	0	1	1	2
AT3G02125	0	0	0	0
AT3G28958	0	0	0	0
AT1G08590	31	21	31	14
AT5G07820	19	22	20	4
AT1G15010	0	0	0	0
AT5G61450	8	11	8	4
AT2G46410	9	6	8	5
AT5G57565	0	0	0	0
AT5G30500	0	0	0	0
AT4G30190	1462	2274	3526	2980
AT2G25780	0	0	0	0
AT3G07730	0	0	1	0
AT5G16190	1	8	1	1
AT4G35985	25	19	26	13
AT4G02150	20	21	26	16
AT1G79910	0	1	2	0
AT1G16480	2	2	2	0
AT4G08875	0	0	0	0
AT1G32600	0	0	0	0
AT5G59750	5	3	2	1
AT4G27470	2	5	0	2
AT2G31480	0	0	0	0
AT5G54170	17	16	89	64
AT4G27090	502	657	530	389
AT4G19112	112	149	79	65
AT3G56970	1	1	2	0
AT2G37880	0	0	0	0
AT5G59240	4	2	7	2
AT3G21710	41	56	34	17
AT2G02103	0	0	0	0
AT3G61100	6	0	4	4
AT1G71220	49	65	29	33
AT4G39345	2	3	9	0
AT4G23020	1	1	1	0
AT1G47610	1	0	1	0
AT1G65420	4	6	1	2
AT1G01990	18	30	7	6
AT2G17640	6	2	1	0
AT5G55090	5	9	3	5
AT4G25610	4	6	6	5
AT5G28823	0	0	0	0
AT4G00050	1	2	1	2
AT5G22340	4	6	3	1
AT3G18790	62	55	79	29
AT5G48160	127	198	150	108
AT5G11977	0	1	0	0
AT5G05880	21	21	15	8
AT3G24503	215	255	202	169
AT3G29797	0	0	0	0
AT1G53940	5	6	5	3
AT2G35060	28	36	17	25
AT5G47520	21	18	26	11
AT1G17170	79	87	75	60
AT2G30160	8	7	13	11
AT1G79580	1	2	4	5
AT2G19070	0	0	0	0
AT1G61290	0	0	0	0
AT1G31935	5	2	0	4
AT3G23410	12	14	4	4
AT5G46760	96	123	102	62
AT5G40200	24	22	18	14
AT3G08720	32	31	28	20
AT5G28850	8	14	12	12
AT4G12690	9	5	3	3
AT4G10720	9	10	5	3
AT1G73330	465	517	273	196
AT1G18870	0	1	0	1
AT3G20550	17	20	14	11
AT5G45745	0	0	0	0
AT1G35140	29	51	21	23
AT4G23380	0	0	0	0
AT2G33100	0	2	0	1
AT2G20530	34	49	30	30
AT2G41720	2	4	0	2
AT3G13275	1	1	1	3
AT3G19470	1	5	1	2
AT1G10970	7	6	1	4
AT1G23240	0	0	0	0
AT1G11870	5	12	3	5
AT1G76570	0	2	1	1
AT5G13190	15	16	17	14
AT3G20380	60	76	54	29
AT2G01570	100	125	135	84
AT2G17280	66	69	38	25
AT3G66654	18	17	12	8
AT3G04250	0	0	0	0
AT4G01400	121	134	84	47
AT1G03840	14	13	14	14
AT2G25220	0	1	1	1
AT5G08110	7	3	6	3
AT1G68570	22	18	12	10
AT2G44800	2	1	6	1
AT5G50300	35	28	23	17
AT5G16690	2	4	0	3
AT4G02970	118	216	185	120
AT4G09980	25	48	33	28
AT5G27960	0	0	0	0
AT5G08520	8	26	12	9
AT2G28330	4	8	6	3
AT5G61250	19	12	7	6
AT1G51645	5	2	3	2
AT5G49525	1	0	1	0
AT1G71530	10	5	4	7
AT4G12880	32	53	15	27
AT4G32770	2	9	3	3
AT1G72150	324	331	438	254
AT3G46110	1	2	0	0
AT3G48440	8	8	2	5
AT4G02140	4	3	6	2
AT2G28550	53	57	85	84
AT1G54360	12	14	7	8
AT1G48170	8	4	11	7
AT5G25420	0	0	0	0
AT3G47530	2	5	5	2
AT1G31070	28	40	11	7
AT3G52565	0	0	1	0
AT2G15560	14	22	18	13
AT2G04852	8	9	8	5
AT3G50260	34	33	15	2
AT5G01365	0	0	1	0
AT2G17690	1	0	0	0
AT2G27120	1	1	0	1
AT1G21850	0	0	0	0
AT4G00620	9	17	9	7
AT5G14210	11	14	10	6
AT5G22040	1	10	4	4
AT2G17800	18	15	9	4
AT5G04830	136	124	125	83
AT4G04790	2	3	1	2
AT2G33700	49	61	66	46
AT1G47640	14	29	11	12
AT5G18748	0	0	0	0
AT3G54320	13	17	13	6
AT1G75910	0	0	0	0
AT2G30560	0	0	0	0
AT2G16060	128	267	762	739
AT1G55380	1	5	1	2
AT5G44550	91	115	62	70
AT3G27800	0	0	0	0
AT5G14050	34	48	81	44
AT5G46810	0	0	0	1
AT5G38380	12	5	4	3
AT3G61010	7	6	11	6
AT5G28830	15	21	12	7
AT2G30170	1	3	2	2
AT5G07322	50	77	17	27
AT4G02080	57	86	42	39
AT2G05753	0	1	0	0
AT4G11390	1	6	5	2
AT1G34360	6	7	3	6
AT5G25470	1	3	0	1
AT5G27530	0	0	0	0
AT1G26180	0	4	2	2
AT2G25964	4	9	0	6
AT1G70920	3	0	0	0
AT5G61865	1	3	0	0
AT4G14060	83	82	39	28
AT3G07050	85	87	134	65
AT1G08510	158	180	86	54
AT2G46980	1	5	3	1
AT4G14200	12	5	5	1
AT1G67481	0	0	0	0
AT2G34040	28	42	22	25
AT5G23020	55	73	38	50
AT5G28950	0	0	0	0
AT4G01070	297	313	153	99
AT5G38010	36	44	46	17
AT5G61100	0	0	0	0
AT3G16130	0	0	1	1
AT3G61117	0	0	0	0
AT1G20880	9	14	5	3
AT1G07820	51	63	54	50
AT2G46505	16	29	14	18
AT1G20060	2	4	1	1
AT3G42310	0	0	0	0
AT1G26450	7	5	1	4
AT1G03160	7	10	4	6
AT1G33415	16	19	18	21
AT1G16225	0	0	0	0
AT1G03610	20	37	19	27
AT2G18196	18	17	15	15
AT3G04920	141	211	170	115
AT5G25140	4	9	6	5
AT1G66330	36	29	26	24
AT1G08030	9	20	16	9
AT5G44360	0	0	0	0
AT5G43285	0	0	0	0
AT5G26670	10	6	10	4
AT5G38250	0	0	1	0
AT1G19670	1	0	0	1
AT5G63490	16	26	25	19
AT1G23000	2	2	2	3
AT1G14700	0	0	0	0
AT1G31170	10	12	7	10
AT1G27660	2	2	3	0
AT1G19050	8	11	34	14
AT4G21550	2	3	0	2
AT3G30720	1	0	1	0
AT1G63690	42	51	29	15
AT2G16660	11	14	18	20
AT3G10220	19	23	18	20
AT5G43530	2	1	2	0
AT4G36420	52	58	35	35
AT4G36450	1	1	0	0
AT4G16120	7	12	2	3
AT2G40935	4	6	3	2
AT5G44600	1	3	0	1
AT1G44790	7	8	3	5
AT3G59170	0	0	0	0
AT1G18830	4	3	1	0
AT2G32730	93	169	79	79
AT5G43590	0	1	0	0
AT3G48000	148	188	113	102
AT1G66235	0	0	0	0
AT5G06780	14	24	16	11
AT1G18860	11	13	4	7
AT2G20560	23	28	42	21
AT3G28243	0	0	0	0
AT3G26210	27	36	14	11
AT2G13660	8	13	7	3
AT1G32530	26	33	36	13
AT5G12040	20	26	10	8
AT5G38610	5	7	8	2
ATCG00340	43	50	20	38
AT5G47000	6	4	2	4
AT1G28910	0	0	0	0
AT4G15233	0	1	1	1
AT5G19110	1	3	1	2
AT5G15690	0	0	0	0
AT4G02780	0	0	0	0
AT5G40650	35	37	32	35
AT1G65890	0	0	0	0
AT1G78940	3	1	0	0
AT1G67650	4	7	4	2
AT2G12646	8	13	8	4
AT1G55240	5	2	5	0
AT1G80960	2	3	5	0
AT5G42825	5	3	0	3
AT1G33010	0	0	0	0
AT1G46264	8	12	6	7
AT1G25460	3	2	2	1
AT3G11440	3	3	3	1
AT1G35500	0	0	0	0
AT1G65210	0	0	0	0
AT3G08820	2	2	2	1
AT2G04630	38	38	33	26
AT5G55800	0	0	0	0
AT2G31751	42	49	25	32
AT2G27660	91	118	139	110
AT2G22610	3	5	8	3
AT3G22330	62	98	59	47
AT2G18240	13	9	6	6
AT2G44970	20	16	15	19
AT3G15940	65	80	43	34
AT5G15500	0	0	0	0
AT5G23670	25	49	13	14
AT3G25010	0	1	0	1
AT1G75750	181	171	142	145
AT2G32440	2	0	1	2
AT3G52115	0	5	2	2
AT4G01915	1	2	1	0
AT5G39240	3	2	5	2
AT1G51720	20	38	22	14
AT1G65680	5	6	5	0
AT4G07960	4	7	3	7
AT4G01420	0	0	0	0
AT3G44920	0	0	0	0
AT3G45242	24	26	26	8
AT2G17770	2	2	2	0
AT2G45460	8	10	7	8
AT5G52090	0	0	0	0
AT1G53233	4	6	3	2
AT5G50250	7	15	7	4
AT3G55130	2	5	1	1
AT1G54890	29	46	8	11
AT2G16050	6	2	0	1
AT3G02715	2	5	7	2
AT3G24360	0	0	0	1
ATMG00210	0	0	1	0
AT4G20210	11	11	6	7
AT1G24240	3	4	3	2
AT1G78050	9	24	197	149
AT1G12970	11	24	16	9
AT1G42960	14	28	14	12
AT3G08620	19	15	5	4
AT1G13160	26	32	40	38
AT2G07765	0	2	0	0
AT5G62130	11	13	3	7
AT5G51450	12	6	8	6
AT4G39360	2	1	0	0
AT3G26000	24	39	28	21
AT1G14690	29	29	26	17
AT5G38990	0	2	1	1
AT1G66120	0	0	0	0
AT1G73950	11	28	14	8
AT4G00300	58	75	53	27
AT5G27800	0	0	0	0
AT4G38150	3	2	4	1
AT5G13740	19	33	21	13
AT1G60505	4	1	2	3
AT5G18400	34	46	33	32
AT1G67970	5	7	1	3
AT2G01620	1	3	2	1
AT1G02860	22	18	23	6
AT5G11150	20	10	7	13
AT3G28540	1	3	5	3
ATMG00513	9	10	1	5
AT4G38300	1	0	0	0
AT1G77720	1	6	5	3
AT2G46810	1	0	2	0
AT5G10910	7	5	6	1
AT3G24515	4	7	3	5
AT2G05360	0	0	0	0
AT3G17470	9	14	5	6
AT2G36680	4	10	6	3
AT2G14850	7	19	14	7
AT3G03340	22	31	16	17
AT5G57090	72	98	46	58
AT2G03580	0	0	0	0
AT3G08560	0	0	0	0
AT4G11780	3	2	4	0
AT3G54560	55	55	44	23
AT1G57830	0	1	0	0
AT2G27520	0	0	0	0
AT3G14600	113	150	75	75
AT3G52820	4	1	1	0
AT3G12460	0	0	0	0
AT5G28615	0	0	0	0
AT5G02230	22	26	13	15
AT5G42500	14	19	3	7
AT1G55830	9	8	7	7
AT2G25560	6	13	4	6
AT1G79180	6	6	10	1
AT3G60245	350	552	447	394
AT5G12350	25	45	25	26
AT3G10035	3	4	6	1
AT1G01620	154	254	113	127
AT1G72020	73	122	68	69
AT1G01290	9	7	14	7
AT4G16390	8	9	9	6
AT4G16510	6	3	4	7
AT2G02010	3	9	10	6
AT5G49120	5	3	3	1
AT1G51580	15	22	14	7
AT4G28530	7	9	2	1
AT1G06230	66	89	75	69
AT2G22590	68	90	78	27
AT2G28370	60	84	45	36
AT5G01440	0	0	0	0
AT5G43240	0	0	0	0
AT1G73160	4	12	6	2
AT2G29400	58	63	38	30
AT2G10340	0	0	0	0
AT1G71250	0	0	0	0
AT2G24540	28	39	55	33
AT4G37640	102	151	100	53
AT2G37410	151	232	165	139
AT3G30520	0	0	0	0
AT2G40765	46	58	37	40
AT3G51230	1	2	1	1
AT5G41530	0	0	0	0
AT4G21300	2	1	2	1
AT2G38120	67	117	49	38
AT2G43100	10	22	14	15
AT4G01450	46	70	34	37
AT1G03630	0	2	1	3
AT3G03160	63	57	26	36
AT5G06580	10	13	11	7
AT5G41750	8	4	6	2
AT5G01900	4	1	3	2
AT1G76670	72	88	43	36
AT2G34060	5	4	0	4
AT1G05290	0	0	0	0
AT1G68990	16	20	24	20
AT3G53290	0	0	0	0
AT5G28800	0	0	0	0
AT4G30010	156	170	121	127
AT4G27230	40	52	45	20
AT5G12390	19	22	21	7
AT4G02055	32	60	28	29
AT1G19210	2	0	0	0
AT3G50290	0	1	0	0
AT5G23150	21	59	23	35
AT5G04430	71	98	79	64
AT1G72840	6	12	3	8
AT1G76790	58	81	25	27
AT1G80560	16	31	17	24
AT2G23096	0	1	0	0
AT2G32410	6	3	3	3
AT5G51010	6	4	1	4
AT2G36860	0	1	0	0
AT1G22940	15	7	8	8
AT1G22720	0	0	0	0
AT5G15880	19	21	15	6
AT5G38386	0	0	0	0
AT3G46330	8	1	5	1
AT5G03800	3	2	2	1
AT3G17365	9	8	6	1
AT4G18780	7	12	9	5
AT1G45201	81	110	51	69
AT2G36900	28	38	26	18
AT1G60030	0	2	0	1
AT2G30370	0	0	0	1
AT1G74790	24	29	17	22
AT1G09390	2	3	0	1
AT4G29020	250	225	194	119
AT1G12805	16	14	10	7
AT1G80860	7	13	2	4
AT1G61180	25	21	8	11
AT5G62660	0	0	0	0
AT2G30190	0	1	1	0
AT2G13510	0	0	0	0
AT1G04200	21	26	11	7
AT1G59530	0	1	0	0
AT3G46614	0	0	1	0
AT4G20870	8	11	4	5
AT2G31550	0	0	0	1
AT1G03770	6	4	5	2
AT5G40780	120	160	30	41
AT1G74280	6	11	4	3
AT1G65590	28	27	13	15
AT1G72390	29	41	20	20
AT4G28850	7	7	4	6
AT1G53760	12	7	10	4
AT2G37170	166	265	99	123
AT5G39370	0	0	0	0
AT3G45670	0	0	0	0
AT3G21110	11	9	7	6
AT2G29570	13	13	9	9
AT1G67710	10	14	4	3
AT3G19170	42	56	35	32
AT2G46290	6	13	6	3
AT4G35780	23	21	13	9
AT1G58310	0	0	0	0
AT4G14805	0	1	0	0
AT4G02541	0	0	0	0
AT3G19150	12	7	8	5
AT1G55340	19	22	20	10
AT3G24350	17	18	10	8
AT5G26630	0	0	0	0
AT1G62740	58	77	81	54
AT1G56260	1	2	0	1
AT1G25682	15	26	18	10
AT2G05920	185	240	131	129
AT1G75490	0	0	0	0
AT5G04460	35	43	50	31
AT1G07840	11	16	12	16
AT1G77890	7	12	4	8
AT3G53730	91	91	82	59
AT4G10310	2	1	0	0
AT3G57170	4	10	4	1
AT1G51860	22	25	16	10
AT3G05340	2	2	4	1
AT4G36820	0	0	1	0
AT5G35950	0	0	0	0
AT5G15910	24	23	10	8
AT1G79680	0	0	0	0
AT5G35770	2	7	7	7
AT4G14380	0	1	1	1
AT1G50260	4	8	4	4
AT4G24025	0	0	0	0
AT3G28720	24	41	20	16
AT5G56450	1	4	3	2
AT5G55250	1	1	0	1
AT5G09520	12	8	4	3
AT3G18820	78	151	132	103
AT5G35926	3	0	1	0
AT1G51870	2	6	3	3
AT2G26430	19	38	13	21
AT1G21770	22	20	18	11
AT5G27610	7	10	6	2
AT1G20070	5	3	2	2
AT2G39730	45	67	40	33
AT3G13750	47	75	26	33
AT1G30740	0	1	0	0
AT2G26200	2	9	7	4
AT3G50160	5	2	0	0
AT5G28310	0	0	1	0
AT3G47010	6	10	11	11
AT1G62990	43	48	21	17
AT2G28120	13	6	9	7
AT2G38140	5	3	1	2
AT5G53290	13	12	25	15
AT1G62560	1	5	4	0
AT5G41810	29	29	12	16
AT5G48390	1	1	0	0
AT4G18980	0	0	0	0
AT3G11250	32	45	43	28
AT4G37970	2	3	1	0
AT1G35330	9	8	3	4
AT1G26630	528	703	586	410
AT3G01930	42	31	12	22
AT3G23030	42	32	58	50
AT5G43170	24	19	22	17
AT4G02340	16	4	10	6
AT1G06510	2	3	1	2
AT4G11970	10	7	5	3
AT5G26170	0	1	0	0
AT1G60580	1	0	1	0
AT3G50910	45	64	67	58
AT5G58070	159	234	125	102
AT1G19270	15	18	9	10
ATMG00730	4	4	2	3
AT4G39920	7	12	4	8
AT1G32975	0	0	0	0
AT1G14350	3	7	7	1
AT1G10380	5	12	4	7
AT2G23410	3	1	1	1
AT1G26170	9	9	6	5
AT3G51800	147	186	189	129
AT3G63003	0	2	1	0
AT1G77930	20	14	14	7
AT1G60900	54	73	52	45
AT5G52110	2	1	3	6
AT5G44680	1	1	0	0
AT2G27080	24	21	16	17
AT5G39750	0	0	0	0
AT3G24506	6	4	3	3
AT1G74170	2	4	1	1
AT1G51890	30	21	14	8
AT5G06250	1	1	2	2
AT4G22485	0	1	0	0
AT3G21250	9	21	20	21
AT2G41240	0	1	0	1
AT2G10920	0	0	0	0
AT2G40095	9	1	5	4
AT1G72100	1	1	5	1
AT2G37690	19	37	26	29
AT1G72990	7	6	10	4
AT4G16810	0	0	0	0
AT5G64890	7	5	11	4
AT5G51190	25	12	11	5
AT1G75770	1	0	0	0
AT2G02835	1	0	0	0
AT5G53250	17	24	4	16
AT4G20110	115	118	85	47
AT3G15630	17	13	11	13
AT5G36360	0	0	0	0
AT1G21528	1	1	0	0
AT3G45440	1	2	0	1
AT1G26530	1	0	3	2
AT2G34260	10	12	16	8
AT3G24860	9	20	23	10
AT5G03490	23	17	25	18
AT4G32720	110	148	141	121
AT1G73540	31	9	15	3
AT3G02320	10	9	12	5
AT5G57560	16	15	19	11
AT5G02400	17	16	10	6
AT1G29210	1	1	1	0
AT1G63300	8	3	10	1
AT3G24040	16	20	10	9
AT5G34882	0	0	0	0
AT3G54670	42	34	39	35
AT2G25370	0	0	0	0
AT5G59080	0	0	1	0
AT4G03156	0	0	0	0
AT3G61580	46	65	19	33
AT4G13070	3	3	7	3
AT5G60330	0	1	0	0
AT5G40060	0	2	1	1
AT1G46768	5	2	2	3
AT1G69588	0	1	0	2
AT1G79850	8	10	5	9
AT1G12510	0	0	0	1
AT4G00950	0	0	1	0
AT2G20900	26	27	19	13
AT2G26770	51	56	67	29
AT4G22280	1	2	0	0
AT3G12130	24	36	42	32
AT1G73660	22	21	17	14
AT2G34000	1	0	3	2
AT4G04470	13	17	11	6
AT2G14900	82	66	69	50
AT5G52520	3	11	8	9
AT5G42360	11	12	9	4
AT2G18938	0	0	0	0
AT1G19310	10	11	5	7
AT1G33990	49	70	44	37
AT2G31985	0	0	0	0
AT2G41210	1	3	6	5
AT2G37340	113	130	101	104
AT3G57660	27	52	49	33
AT3G28710	63	72	39	43
AT5G01560	8	21	14	8
AT4G26701	0	0	0	0
AT4G34412	1	7	3	3
AT1G23350	0	1	0	0
AT2G42850	3	6	1	2
AT3G13530	20	28	10	17
AT2G17442	1	4	3	0
AT2G37640	2	0	0	1
AT1G02640	10	15	13	5
AT2G40000	83	55	33	37
AT2G46570	1	0	1	1
AT1G29830	3	5	6	3
AT3G22200	85	119	36	50
AT1G02630	0	0	0	0
AT5G41280	23	17	6	7
AT3G15700	2	5	11	1
AT1G67680	58	70	38	41
AT3G06330	4	9	3	1
AT5G06220	25	30	20	9
AT1G28120	25	37	20	15
AT5G55010	0	2	0	0
AT1G74040	9	17	2	7
AT1G28230	1	2	1	0
AT1G67792	7	4	4	3
AT2G47980	48	58	46	39
AT3G01470	145	166	120	81
AT3G27300	25	32	21	14
AT5G22130	2	7	1	1
AT4G16150	68	84	50	41
AT1G01890	33	34	23	4
AT5G37380	9	8	6	13
AT1G64390	56	90	61	32
AT1G61190	0	2	1	0
AT1G26690	14	13	4	6
AT5G08160	66	101	55	50
AT1G03280	52	74	40	34
AT1G10155	1	0	0	0
AT1G34047	1	1	0	0
AT5G12010	84	79	70	41
AT1G65250	0	2	0	0
AT1G75940	0	0	0	0
AT2G47115	179	280	145	168
AT3G13300	96	145	75	94
AT1G71270	21	22	18	13
AT3G58630	9	12	9	13
AT5G44280	11	10	5	3
AT2G18470	1	0	0	0
AT3G28415	1	0	0	1
AT1G64090	116	145	124	79
AT2G03890	136	145	103	69
AT2G19385	10	8	16	8
AT1G08670	2	4	14	5
AT3G21200	9	9	11	6
AT4G20850	115	156	94	83
AT3G50470	4	8	7	4
AT3G16980	0	0	0	0
AT3G51940	15	7	8	2
AT1G51520	2	1	1	1
AT4G36470	6	5	1	2
AT3G09863	0	1	0	0
AT5G43760	48	52	32	29
AT5G44650	3	9	6	3
AT1G29785	5	6	10	9
AT3G13730	20	37	66	57
AT4G36020	56	83	94	109
AT5G56250	15	12	16	8
AT4G26288	5	15	7	5
AT3G02065	5	15	13	12
AT5G04660	0	1	0	1
AT3G61180	23	30	34	23
AT4G14415	0	0	0	0
AT5G54160	276	353	159	113
AT2G33910	1	0	0	1
AT1G16470	32	44	22	27
AT1G56380	0	0	0	0
AT5G58490	39	25	20	19
AT2G19510	0	0	0	0
AT4G36840	2	7	4	4
AT5G63010	13	12	13	9
AT4G38640	21	28	8	16
AT3G04040	1	1	0	1
AT4G33080	44	44	44	25
AT4G16350	5	10	5	6
AT3G60070	9	10	8	3
AT2G27600	107	123	84	51
AT4G28005	0	0	1	0
AT4G26675	0	0	1	0
AT2G44050	16	23	11	10
AT4G38800	97	93	54	52
AT4G01650	15	18	16	12
AT1G65910	0	1	0	1
AT5G05040	2	0	0	0
AT3G61200	12	23	12	10
AT2G25670	72	91	105	45
AT2G45640	34	50	30	31
AT1G47271	3	4	4	4
AT5G36960	0	3	0	1
AT1G35580	282	404	273	234
AT3G03845	0	0	0	0
AT3G07150	1	2	3	0
AT4G26800	1	1	1	1
AT5G43120	0	0	0	0
AT2G36880	827	1021	376	384
AT5G57040	7	5	9	2
AT1G65580	66	85	37	41
AT2G35690	6	8	4	6
AT1G63330	0	0	0	0
AT1G65790	0	0	0	0
AT1G50140	34	31	17	17
AT4G22690	2	3	4	6
AT5G02880	59	74	42	29
AT3G19950	26	33	22	22
AT1G08410	12	23	19	20
AT1G11530	5	2	4	0
AT3G19250	0	0	0	0
AT1G75130	14	21	10	12
AT5G28680	0	0	0	0
AT5G35940	12	21	5	5
AT2G04300	0	0	0	0
AT4G02200	5	9	12	7
AT5G18920	4	6	3	1
ATCG00730	12	21	12	16
AT1G22550	29	35	10	12
AT2G37440	13	8	11	13
AT1G69572	5	5	4	3
AT3G61220	37	42	40	22
AT4G02610	5	11	4	5
AT2G20700	1	0	1	0
AT5G63520	1	3	2	1
AT2G30660	34	54	109	84
AT5G66880	16	27	14	7
AT1G73190	0	2	2	1
AT5G48450	3	2	5	1
AT1G54095	1	2	4	0
AT2G35650	6	12	5	5
AT2G34050	4	7	3	5
AT4G00440	33	36	33	13
AT1G31120	20	31	11	14
AT3G03730	0	0	0	0
AT5G14930	16	16	11	13
AT2G03822	0	0	0	0
AT3G26770	68	72	35	43
AT1G20375	0	0	0	0
AT1G03150	4	5	6	4
AT2G32460	0	1	0	0
AT1G27980	31	44	43	48
AT3G29185	0	0	0	1
AT1G52220	1	2	0	0
AT2G36790	0	1	1	1
AT3G01180	12	7	11	5
AT3G43440	5	8	7	1
AT3G11900	36	36	26	22
AT3G49670	24	35	14	15
AT2G17140	3	1	2	1
AT2G39230	0	4	3	0
AT2G25850	22	16	24	13
AT1G31960	0	0	0	0
